IOC_type,Value,Source_feed,Confidence_Additional_info,Last_modified_date
url,hxxps://cdn.discordapp[.]com/attachments/762803043867557908/762803165883400212/Nitro_Genareator.rar,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/762840227168780323/762840676089069578/sendhookfile.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/762842035493273632/762851090307088394/sendhookfile.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/762849808451895309/766646866141904896/ZIP_-_WinRAR.zip,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/762888050534514728/762888890155008040/V3_cheat_.zip,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/762963618362818563/762964219372634122/sendhookfile.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/762965217805729862/763089846049833040/KeX_injector.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/762976381336027139/762977036955942922/sendhookfile.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/763026418778505218/763026679253565470/sendhookfile.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/763042788278534166/763042827042947162/WinRAR_1.rar,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/763087164715696149/763089259526881300/sendhookfile.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/763087164715696149/763233818622296124/sendhookfile.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/763087164715696149/763234446605942834/Kex_injector.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/763092557189218325/763092843014914128/sendhookfile.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/763097297520164917/763130169250545704/sendhookfile.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/763108971514691617/763109979120205845/sendhookfile.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/763129457027973173/763412153176424548/sendhookfile.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/763131454892015648/763135825760092160/Fortnite_Cheats_US_v5.7.rar,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/763148252890529825/763342367981043752/sendhookfile.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/763158366079811588/763158505208414208/sendhookfile.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/763164559962931211/763166345269346314/WinRAR.rar,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/763168604446392370/763170811871100958/sendhookfile.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/763202691715170384/763217151653576744/sendhookfile.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/763232125557932035/763232486049185852/sendhookfile.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/763240381490921495/763492454879985734/sendhookfile.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/763278784954630155/763280329792290816/FiveM_Cheat_v5.7.rar,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/763317740386910258/763319269248335883/onetap.rar,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/763324632207589406/763325079051829258/sendhookfile.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/763362946293694504/763363488503693332/WinRAR.rar,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/763365810349015043/763400143473999902/sendhookfile.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/763365810349015043/763478432746438666/NewBrawlers-OctoberUpdate.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/763374099111870487/763378622580785152/sendhookfile.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/763378081930018846/763379013422678077/sendhookfile.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/763378081930018846/763472937558343680/sendhookfile.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/763413114045202472/763413865987440671/5a800f9cc5c51677.rar,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/763422806284304407/763440236259966976/sendhookfile.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/763422806284304407/763448387839721512/Synapse_Cracked.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/763443200454164503/763460286543560724/sendhookfile.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/763443910973980745/763447193872760902/sendhookfile.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/763464689535418388/763474014936891462/sendhookfile.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/763497775727509566/763498000315318282/sendhookfile.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/763532763307180072/766076715440406528/WinRAR.rar,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/763594395609333812/764575131220836362/sendhookfile.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/763605972240826403/763619724046499860/sendhookfile.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/763698419566247940/764121977602179072/sendhookfile.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/763703944420917258/763705144872271872/onetap.rar,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/763709013946793998/763720174724710450/Nitro_Key_Generator.zip,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/763709984839434240/763712157619585034/sendhookfile.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/763710071758389288/763712654736752650/sendhookfile.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/763741156478943253/763741677088145428/EZinjector.v2.rar,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/763761109656010754/763761159697989682/ot.rar,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/763763372319178774/765066435109322782/sendhookfile.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/763770175874007063/763773309845766233/sendhookfile.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/763776554249355264/763779529747202078/sendhookfile.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/763797660481224745/763817537976270928/WinRAR.rar,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/763815000237277215/764801108366721024/sendhookfile.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/763827064151212082/767792523807817728/onetap_v3_crack_.rar,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/763843632909778989/763844251657437214/sendhookfile.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/763926490139197450/763933291060920360/Desktop.rar,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/764072861698097166/764073281183547413/sendhookfile.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/764117162536730626/764117218769502238/ig_bruter.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/764123124714962944/765458500259807263/OTC_V3.zip,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/764124295676428298/764600804170137600/sendhookfile.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/764124807293566990/764127226530234428/sendhookfile.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/764142232143659059/770200037804081182/v3cfg.rar,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/764152133008097311/764177013615099924/ONE_TAP_V3.zip,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/764173813629714452/764174049122975784/WinRAR.rar,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/764176428052643865/767445183771705375/sendhookfile.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/764205598572544062/766881298110218280/FixONETAP-ELCHE.rar,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/764228065202667601/770328620441927710/Im_Skinny.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/764229705326526498/764229911627563089/sendhookfile.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/764242141009543192/764242309092868136/sendhookfile.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/764257344871727116/764257566661541908/sendhookfile.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/764258008288329780/764293045913911306/sendhookfile.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/764299010579890206/764299339353817089/sendhookfile.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/764299010579890206/764300273308794920/Spoofer.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/764344345750405181/764344676374413353/sendhookfile.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/764359507504791565/766492639239340052/sendhookfile.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/764431199727779850/764432661837250570/sendhookfile.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/764442028024397831/764801018466402334/Cheat.rar,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/764448674281160724/764449615071281202/FiveM_Exec.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/764451023376351242/764451339341660230/sendhookfile.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/764463007098077226/764463072931741706/VC_TOOL.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/764476111114469406/764478958016135188/WinRAR.rar,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/764488266963222539/765266621878239262/ZIP_-_WinRAR.zip,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/764508348971352065/764508553238806538/sendhookfile.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/764525212329836588/764526397905043456/sendhookfile.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/764531932406743060/764551203337535518/otc.rar,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/764533991360954380/764534238866440213/WinRAR_2.rar,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/764546776023564312/764945374661443624/sendhookfile.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/764568990126571560/764569668995252235/Verg_Panel_5.rar,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/764572198647365635/764822422477340712/sendhookfile.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/764572992981958686/764576963188621322/sendhookfile.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/764573593681002516/764757556438368286/sendhookfile.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/764587770127188021/764617424472506378/sendhookfile.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/764598189298810900/764598471076347904/sendhookfile.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/764600518533578755/764602059701485598/sendhookfile.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/764601189219434517/764619479669538837/ZIP_-_WinRAR_5.zip,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/764614866937839630/767061979902246912/sendhookfile.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/764640157491265536/767067160992284692/sendhookfile.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/764640505787056131/764643185199808564/xanware.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/764640590041579551/764641799590641704/sendhookfile.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/764643545223004190/764921524779483136/IncognitoCracked.rar,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/764669739254939673/764916710453018634/sendhookfile.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/764736461151928331/764737531475787816/v3.zip,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/764757807747563530/769481675192664084/WinRAR.rar,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/764810588320563211/764810848228868146/ZIP_-_WinRAR_2.zip,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/764811247602106380/764813123533144104/skit.rar,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/764822269922770944/764826777343623189/CFGv2.rar,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/764844830416830484/764844925120020480/sendhookfile.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/764869734041649213/764916288950501396/otv3.rar,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/764874928276373554/767339763735986176/aurora.rar,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/764875088192471043/764876766892261387/pizda.rar,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/764877918840553505/764879421554819112/sendhookfile.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/764887842794504203/764889389703888927/sendhookfile.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/764893655370170419/764893810018353173/FreeNitro.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/764915014703251517/764915858434293820/onetap_v3_1.rar,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/764918291922681890/767442304482410506/sendhookfile.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/764918291922681890/767443534848196638/WebRec_Crack.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/764918291922681890/767444662662594610/Token_Stealer.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/764921564352217091/764925724683272192/sendhookfile.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/764933339949432882/764933606165577728/onetap_v3_crack.rar,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/764952513287159859/764952548502798416/sendhookfile.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/764954954795581491/764956190794579998/sendhookfile.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/764954986059792385/764957550855979038/Nitro_Sniper.rar,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/765014134566682627/765015887547203614/sendhookfile.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/765045175562534932/765790304032784424/sendhookfile.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/765085298899550208/765085659744174080/sendhookfile.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/765091016218509315/765096740314415114/sendhookfile.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/765091016218509315/766227520533954580/AnyDesk.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/765091016218509315/766569300881571860/sendhookfile.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/765125405971578900/765373055379177482/sendhookfile.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/765156839654424646/765157305187696650/V3.rar,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/765189133986562053/765406838723313664/sendhookfile.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/765197911071522836/767069399211311208/OneTap_v3_1.rar,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/765212331171905576/766304333129449472/t_and_gt.rar,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/765229141603123210/766330007642964009/OTC.rar,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/765234294574546975/765250317725728828/WinRAR.rar,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/765244434983813150/768686028152111104/ZIP_-_WinRAR_8.zip,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/765250474114547712/765252454186221588/onetap_1.zip,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/765261430969860146/765262607589965845/sendhookfile.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/765267445719105550/765267602410831892/sendhookfile.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/765271070881480747/765271308790923264/sendhookfile.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/765275363923722252/765275876559945798/CFGv2.rar,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/765277979109883975/765278354274254908/Verg_Panel_5.rar,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/765280836743987200/765281615387033680/Verg_Panel_5.rar,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/765302369302741084/765303657636823072/Panel.rar,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/765319496314388554/765320682597777449/sendhookfile.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/765322462451728424/765325554030870538/NitroSniper.rar,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/765330110894178315/767437702291259412/onetap.zip,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/765330496468156436/765331024938270750/sendhookfile.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/765330496468156436/769379771036991499/sendhookfile.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/765337400179425283/765337619009634314/sendhookfile.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/765338866432344104/765338944174161930/nitrogenzane.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/765380114808307746/765380775536492564/sendhookfile.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/765485597593698317/765492212954955796/sendhookfile.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/765511495097253889/765513215803129886/HEX_Inject_fifa_onlin.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/765522273188708363/765527027386155008/Slow_Life.rar,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/765564002003714061/765613750404251648/sendhookfile.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/765584015646261268/766271025133912075/sendhookfile.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/765616660958281728/765618592695058473/ssssss.rar,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/765650249263743081/765651539947421706/sendhookfile.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/765651909334794280/765662913893105676/sendhookfile.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/765691280424042566/765691991555702844/sendhookfile.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/765721526837444668/765723776876281876/WinRAR.rar,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/765740503584735244/765747792429318174/sendhookfile.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/765781090173452291/765782307121397810/sendhookfile.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/765832695451615242/765836550080299008/v3.rar,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/765919056959242262/765919304444149790/one_tap_v3.rar,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/765920256162005026/768489293613236324/sendhookfile.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/765920597099544586/767776988643328060/Nitro_hack.rar,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/765927556713021440/765962946001633300/sendhookfile.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/765928651996266510/766285899435737158/sendhookfile.exe,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/765953694378229771/765954757868519464/WinRAR.rar,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
url,hxxps://cdn.discordapp[.]com/attachments/765960915253198858/765964283317583903/v3.rar,Netskope Threat Labs,Malware | TroubleGrabber,2026-08-05
